,date,open,time,high,low,close,volume
0,20211230.153,589,153000,589,589,589,48338
1,20211230.1519,589,151900,590,589,590,18159
2,20211230.1518,588,151800,588,588,588,831
3,20211230.1517,588,151700,588,588,588,78
4,20211230.1516,589,151600,590,589,590,105
5,20211230.1515,590,151500,590,589,589,1470
6,20211230.1514,588,151400,590,587,589,3824
7,20211230.1512,589,151200,590,588,590,18664
8,20211230.1511,589,151100,589,589,589,1510
9,20211230.151,588,151000,589,588,589,3602
10,20211230.1509,588,150900,590,588,590,2010
11,20211230.1508,590,150800,590,588,589,540
12,20211230.1507,589,150700,590,589,590,114
13,20211230.1506,589,150600,589,589,589,811
14,20211230.1505,590,150500,590,589,589,434
15,20211230.1504,590,150400,590,590,590,541
16,20211230.1503,591,150300,591,590,590,333
17,20211230.1502,590,150200,591,589,589,459
18,20211230.1501,589,150100,589,589,589,7137
19,20211230.15,589,150000,591,589,590,8182
20,20211230.1459,589,145900,590,589,589,16405
21,20211230.1458,590,145800,590,588,589,5689
22,20211230.1457,588,145700,590,588,588,5430
23,20211230.1456,590,145600,590,590,590,302
24,20211230.1455,590,145500,590,590,590,20
25,20211230.1454,590,145400,590,590,590,862
26,20211230.1453,588,145300,590,588,590,912
27,20211230.1452,590,145200,591,590,591,100
28,20211230.1451,588,145100,588,588,588,65
29,20211230.145,589,145000,589,588,588,11527
30,20211230.1449,591,144900,591,590,591,22276
31,20211230.1448,591,144800,591,591,591,25373
32,20211230.1447,591,144700,591,591,591,11
33,20211230.1446,591,144600,591,590,590,4424
34,20211230.1445,589,144500,591,589,591,11537
35,20211230.1444,590,144400,590,589,590,5440
36,20211230.1443,589,144300,590,589,590,3761
37,20211230.1442,588,144200,589,588,589,1515
38,20211230.144,587,144000,588,587,588,1095
39,20211230.1439,587,143900,587,587,587,10
40,20211230.1438,587,143800,587,587,587,2860
41,20211230.1437,586,143700,587,586,587,4485
42,20211230.1436,584,143600,587,584,586,2266
43,20211230.1435,584,143500,584,583,584,14591
44,20211230.1434,585,143400,585,584,584,1712
45,20211230.1433,586,143300,586,586,586,887
46,20211230.1432,586,143200,586,586,586,31
47,20211230.1431,586,143100,586,586,586,150
48,20211230.143,586,143000,586,585,586,9265
49,20211230.1429,586,142900,586,586,586,1797
50,20211230.1427,586,142700,587,586,587,820
51,20211230.1426,587,142600,587,586,586,1380
52,20211230.1424,587,142400,587,587,587,80
53,20211230.1423,586,142300,586,586,586,4403
54,20211230.1422,585,142200,585,584,585,8180
55,20211230.1421,585,142100,585,585,585,2000
56,20211230.142,585,142000,586,585,586,160
57,20211230.1419,586,141900,586,584,586,6127
58,20211230.1418,586,141800,586,586,586,101
59,20211230.1417,585,141700,586,585,585,33950
60,20211230.1416,586,141600,586,585,585,20170
61,20211230.1415,586,141500,586,585,586,212
62,20211230.1414,586,141400,586,586,586,22
63,20211230.1413,586,141300,586,586,586,242
64,20211230.1412,587,141200,588,585,588,7204
65,20211230.1411,588,141100,588,588,588,20
66,20211230.141,588,141000,588,588,588,1831
67,20211230.1409,588,140900,588,585,585,501
68,20211230.1408,583,140800,588,583,588,21591
69,20211230.1407,586,140700,586,583,583,8112
70,20211230.1406,586,140600,588,586,588,2051
71,20211230.1405,588,140500,589,586,586,8941
72,20211230.1404,589,140400,589,588,588,780
73,20211230.1403,590,140300,590,589,589,1051
74,20211230.1402,589,140200,591,586,590,11867
75,20211230.1401,591,140100,592,588,588,38184
76,20211230.14,592,140000,592,590,592,2207
77,20211230.1359,593,135900,593,592,593,8488
78,20211230.1358,592,135800,593,591,593,13549
79,20211230.1357,590,135700,592,589,592,16127
80,20211230.1356,590,135600,590,589,590,484
81,20211230.1355,589,135500,590,587,590,28785
82,20211230.1354,589,135400,589,588,588,5712
83,20211230.1353,589,135300,589,588,588,1546
84,20211230.1352,589,135200,589,588,589,1228
85,20211230.1351,589,135100,589,588,588,4012
86,20211230.135,589,135000,589,588,589,6723
87,20211230.1349,588,134900,589,588,588,3223
88,20211230.1348,588,134800,589,587,588,16990
89,20211230.1347,585,134700,588,585,587,15431
90,20211230.1346,585,134600,585,584,585,2097
91,20211230.1345,585,134500,585,584,585,5494
92,20211230.1344,584,134400,585,584,585,3143
93,20211230.1343,584,134300,585,583,585,12429
94,20211230.1342,582,134200,584,582,584,5168
95,20211230.1341,584,134100,584,580,583,2876
96,20211230.134,581,134000,584,581,583,24421
97,20211230.1339,584,133900,584,581,583,805
98,20211230.1338,578,133800,584,578,584,29230
99,20211230.1337,578,133700,578,578,578,12422
100,20211230.1336,577,133600,578,577,578,11
101,20211230.1335,576,133500,578,576,577,8359
102,20211230.1334,575,133400,577,575,577,21416
103,20211230.1333,575,133300,575,574,574,51
104,20211230.1332,574,133200,574,574,574,1294
105,20211230.1331,574,133100,574,574,574,18508
106,20211230.133,574,133000,574,574,574,11
107,20211230.1329,573,132900,573,573,573,14586
108,20211230.1328,571,132800,571,571,571,2878
109,20211230.1327,571,132700,571,571,571,22769
110,20211230.1326,572,132600,572,571,571,1379
111,20211230.1325,572,132500,572,572,572,59
112,20211230.1323,572,132300,572,572,572,972
113,20211230.1317,574,131700,574,574,574,1
114,20211230.1315,574,131500,574,572,572,60
115,20211230.1314,573,131400,574,573,574,384
116,20211230.1313,572,131300,573,572,573,1100
117,20211230.1311,573,131100,573,573,573,15
118,20211230.131,572,131000,572,572,572,50
119,20211230.1309,572,130900,572,572,572,500
120,20211230.1306,573,130600,574,573,574,100
121,20211230.1305,573,130500,573,573,573,1
122,20211230.1303,574,130300,574,574,574,13007
123,20211230.1302,573,130200,573,573,573,5967
124,20211230.13,573,130000,573,573,573,1429
125,20211230.1259,572,125900,573,572,573,321
126,20211230.1256,572,125600,572,572,572,919
127,20211230.1255,572,125500,572,572,572,9700
128,20211230.1252,572,125200,572,572,572,1
129,20211230.1251,572,125100,572,572,572,20
130,20211230.1249,572,124900,572,572,572,28
131,20211230.1248,572,124800,572,572,572,100
132,20211230.1247,572,124700,572,572,572,3
133,20211230.1246,571,124600,571,571,571,1416
134,20211230.1241,571,124100,571,571,571,2
135,20211230.124,571,124000,571,571,571,1
136,20211230.1238,570,123800,570,570,570,2000
137,20211230.1237,570,123700,570,570,570,500
