,date,open,time,high,low,close,volume
0,20211230.153,5920,153000,5920,5920,5920,3763
1,20211230.1519,5930,151900,5930,5930,5930,6
2,20211230.1518,5930,151800,5940,5920,5930,73
3,20211230.1517,5930,151700,5930,5930,5930,63
4,20211230.1516,5920,151600,5930,5920,5930,3
5,20211230.1515,5920,151500,5920,5920,5920,4
6,20211230.1514,5930,151400,5930,5920,5920,303
7,20211230.1513,5930,151300,5930,5920,5920,408
8,20211230.1512,5930,151200,5930,5920,5930,20
9,20211230.1511,5920,151100,5920,5920,5920,100
10,20211230.151,5930,151000,5930,5930,5930,556
11,20211230.1509,5930,150900,5930,5930,5930,587
12,20211230.1508,5940,150800,5940,5940,5940,1444
13,20211230.1507,5950,150700,5950,5940,5940,494
14,20211230.1506,5950,150600,5950,5950,5950,20
15,20211230.1505,5950,150500,5950,5950,5950,351
16,20211230.1504,5950,150400,5950,5950,5950,338
17,20211230.1503,5970,150300,5970,5940,5940,253
18,20211230.1502,5980,150200,5980,5960,5970,135
19,20211230.1501,5950,150100,5980,5950,5980,2496
20,20211230.15,5920,150000,5950,5920,5950,1891
21,20211230.1459,5920,145900,5920,5920,5920,1649
22,20211230.1458,5910,145800,5910,5910,5910,350
23,20211230.1457,5920,145700,5920,5920,5920,201
24,20211230.1456,5910,145600,5920,5910,5920,567
25,20211230.1455,5910,145500,5910,5910,5910,189
26,20211230.1454,5910,145400,5910,5910,5910,7
27,20211230.1453,5910,145300,5910,5910,5910,118
28,20211230.1452,5910,145200,5910,5910,5910,1
29,20211230.1451,5900,145100,5900,5900,5900,46
30,20211230.1449,5910,144900,5910,5910,5910,9
31,20211230.1447,5910,144700,5910,5910,5910,2
32,20211230.1445,5910,144500,5910,5910,5910,3
33,20211230.1443,5910,144300,5910,5910,5910,1
34,20211230.1442,5910,144200,5910,5910,5910,23
35,20211230.1439,5910,143900,5910,5910,5910,13
36,20211230.1438,5900,143800,5900,5900,5900,400
37,20211230.1437,5900,143700,5900,5900,5900,200
38,20211230.1435,5910,143500,5920,5910,5920,1092
39,20211230.1434,5890,143400,5900,5890,5900,2174
40,20211230.1433,5890,143300,5890,5890,5890,5
41,20211230.1432,5890,143200,5890,5890,5890,2
42,20211230.1431,5890,143100,5890,5890,5890,271
43,20211230.143,5890,143000,5890,5890,5890,11
44,20211230.1428,5890,142800,5890,5890,5890,1
45,20211230.1427,5870,142700,5870,5860,5860,2018
46,20211230.1426,5870,142600,5870,5870,5870,3122
47,20211230.1425,5880,142500,5880,5870,5870,500
48,20211230.1422,5890,142200,5890,5890,5890,8
49,20211230.1421,5890,142100,5890,5890,5890,1
50,20211230.142,5880,142000,5880,5880,5880,62
51,20211230.1419,5890,141900,5890,5880,5880,1923
52,20211230.1418,5890,141800,5890,5890,5890,17
53,20211230.1417,5890,141700,5890,5890,5890,150
54,20211230.1414,5900,141400,5900,5900,5900,40
55,20211230.1411,5910,141100,5910,5910,5910,140
56,20211230.141,5910,141000,5910,5910,5910,508
57,20211230.1406,5910,140600,5910,5910,5910,1135
58,20211230.1404,5910,140400,5910,5910,5910,137
59,20211230.1403,5910,140300,5910,5910,5910,11
60,20211230.1402,5910,140200,5910,5910,5910,20
61,20211230.1401,5920,140100,5920,5920,5920,500
62,20211230.14,5910,140000,5920,5910,5920,130
63,20211230.1359,5910,135900,5920,5910,5910,2108
64,20211230.1358,5920,135800,5920,5910,5910,1613
65,20211230.1357,5920,135700,5920,5920,5920,60
