,date,open,time,high,low,close,volume
0,20211230.153,4290,153000,4290,4290,4290,1165
1,20211230.1519,4295,151900,4295,4290,4290,24
2,20211230.1518,4300,151800,4300,4260,4260,2766
3,20211230.1517,4295,151700,4295,4295,4295,206
4,20211230.1516,4290,151600,4295,4290,4295,496
5,20211230.1515,4295,151500,4295,4295,4295,59
6,20211230.1514,4295,151400,4295,4290,4295,211
7,20211230.1513,4295,151300,4295,4295,4295,20
8,20211230.1512,4295,151200,4300,4290,4300,733
9,20211230.151,4290,151000,4295,4290,4295,29
10,20211230.1509,4275,150900,4290,4270,4290,842
11,20211230.1508,4280,150800,4285,4280,4280,179
12,20211230.1507,4280,150700,4285,4280,4285,2
13,20211230.1506,4285,150600,4285,4285,4285,183
14,20211230.1504,4290,150400,4290,4285,4290,4
15,20211230.1503,4295,150300,4295,4295,4295,1
16,20211230.1502,4275,150200,4295,4275,4295,802
17,20211230.1501,4280,150100,4280,4280,4280,1299
18,20211230.15,4290,150000,4290,4280,4280,1480
19,20211230.1459,4300,145900,4300,4300,4300,3
20,20211230.1457,4290,145700,4300,4290,4300,2
21,20211230.1456,4290,145600,4290,4290,4290,364
22,20211230.1455,4300,145500,4300,4290,4300,697
23,20211230.1452,4305,145200,4305,4305,4305,116
24,20211230.1448,4305,144800,4305,4305,4305,175
25,20211230.1445,4300,144500,4305,4300,4305,52
26,20211230.1444,4300,144400,4305,4300,4305,49
27,20211230.1443,4305,144300,4305,4305,4305,105
28,20211230.1441,4305,144100,4305,4305,4305,259
29,20211230.1438,4300,143800,4305,4300,4305,3
30,20211230.1436,4305,143600,4305,4305,4305,1
31,20211230.1435,4300,143500,4305,4295,4295,200
32,20211230.1434,4300,143400,4305,4295,4295,578
33,20211230.1433,4300,143300,4305,4300,4305,161
34,20211230.1431,4305,143100,4305,4305,4305,3
35,20211230.143,4300,143000,4310,4295,4305,1646
36,20211230.1429,4305,142900,4310,4305,4310,451
37,20211230.1428,4310,142800,4310,4310,4310,179
38,20211230.1424,4315,142400,4315,4315,4315,52
39,20211230.1423,4315,142300,4315,4315,4315,131
40,20211230.1422,4310,142200,4315,4310,4315,101
41,20211230.1418,4315,141800,4315,4315,4315,3
42,20211230.1417,4315,141700,4315,4310,4310,164
43,20211230.1415,4315,141500,4315,4310,4315,416
44,20211230.1411,4305,141100,4315,4305,4315,21
45,20211230.1408,4315,140800,4315,4315,4315,138
46,20211230.1407,4315,140700,4315,4315,4315,377
