Date,Open,High,Low,Close,Adj Close,Volume
20211223 153000,60500,60500,60500,60500,37644
20211223 151900,60400,60500,60400,60400,6324
20211223 151800,60500,60500,60400,60500,1841
20211223 151700,60400,60500,60400,60500,970
20211223 151600,60500,60500,60400,60500,893
20211223 151500,60400,60500,60400,60400,2442
20211223 151400,60500,60500,60400,60500,764
20211223 151300,60500,60500,60400,60500,3071
20211223 151200,60500,60500,60400,60500,2711
20211223 151100,60500,60500,60400,60400,834
20211223 151000,60400,60500,60400,60500,605
20211223 150900,60500,60500,60400,60500,1504
20211223 150800,60500,60500,60400,60500,1073
20211223 150700,60500,60500,60400,60500,3351
20211223 150600,60500,60500,60400,60500,680
20211223 150500,60500,60500,60400,60400,1287
20211223 150400,60400,60500,60400,60400,1323
20211223 150300,60500,60500,60400,60500,1173
20211223 150200,60400,60500,60400,60500,490
20211223 150100,60400,60500,60400,60400,317
20211223 150000,60400,60500,60400,60500,1038
20211223 145900,60500,60500,60400,60400,2479
20211223 145800,60500,60500,60400,60500,1604
20211223 145700,60400,60500,60400,60400,1450
20211223 145600,60500,60500,60400,60400,2231
20211223 145500,60400,60500,60400,60500,1541
20211223 145400,60400,60500,60400,60400,1935
20211223 145300,60500,60500,60400,60500,1926
20211223 145200,60500,60500,60400,60400,1023
20211223 145100,60400,60500,60400,60500,1243
20211223 145000,60400,60600,60300,60500,20631
20211223 144900,60300,60400,60300,60300,1830
20211223 144800,60400,60400,60300,60300,1764
20211223 144700,60300,60400,60300,60400,2511
20211223 144600,60400,60500,60300,60400,3342
20211223 144500,60500,60500,60400,60400,2687
20211223 144400,60400,60500,60400,60500,3151
20211223 144300,60400,60500,60400,60500,1757
20211223 144200,60500,60500,60400,60500,1721
20211223 144100,60500,60500,60400,60500,1533
20211223 144000,60400,60500,60400,60500,1722
20211223 143900,60500,60500,60400,60500,1716
20211223 143800,60400,60500,60400,60500,1639
20211223 143700,60500,60500,60400,60400,2333
20211223 143600,60400,60500,60400,60500,1305
20211223 143500,60400,60500,60400,60400,1042
20211223 143400,60500,60500,60400,60400,1766
